codigo,block_number,from_address,to_address,value,block_timestamp
0xc743422d0f610723b9bcc1aa1e863d1df7a840319bec177123fa44f13ee35cd9,1447,0x1463cef3d9007db05b7c3b8981d38602ee0d855a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.22e+18,1446036574
0xe1e65f1de6d00fa7fad61e26f968d8fd9bf27908125fd954ff420142b42ac3b1,1447,0xcca04dde313a912347dbe3b8f78e73ab14b51cbe,0x32be343b94f860124dc4fee278fdcbd38c102d88,3e+18,1446036574
0xdbb6953b9951ad30760e92d1827a139067fa1de0911644d2b6141c871fa1c1c4,1448,0xf3720c786b1e837a53f24eb81d655b3aa512c162,0x32be343b94f860124dc4fee278fdcbd38c102d88,4.95e+18,1446036595
0x9c022de08e73b02d0085bf3e807fc616e42c2f7857ce857250ef249bf8dad0af,1448,0x460825a3542f4823818184020ba3861da1e26872,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.19e+18,1446036595
0x604f6f89e5a6d7b0e457174a8e8130700d55d420cc0761f3957c18f29faa65c0,1448,0xf0c5cef39b17c213cfe090a46b8c7760ffb7928a,,0.0,1446036595
0xd3478dac968b915b13325c2193bea27fd0ae20331701a0c9c54ede6444181777,1448,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x54cec426307c1acaa63b25aa48fade5df9e5d418,9450000000000000.0,1446036595
0xa721054aa6b604a0cb5806f3da90277097f3815dc9549f705ddfb3c703f137c8,1449,0x54cec426307c1acaa63b25aa48fade5df9e5d418,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,8140000000000000.0,1446036612
0xfadf2154d836dc55966b1839b5e306819a96b9d8188f1055df59254a9fd5d87f,1449,0x63a9975ba31b0b9626b34300f7f627147df1f526,0xf442c4ab4d8cf106bcda6b1f7994485f3f4291a9,1.01e+18,1446036612
0x07612e064a64c129c7cbf07107ea43256f0fb1b05377384f81c07f3143f8ee6f,1449,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x8f4f431003b3dfb85529fe5b6d296770628d3bd7,1.06e+18,1446036612
0x0de9cef3b270ebe80aca85b9dac93358b5721a44b90834f9ea7cf5699b369f3a,1450,0x0000000000000000000000000000000000000000,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446036748
0xbf31c1db296ee2c36bbfcf8aac961c7c81d6368d0e5feb317e798d42d4475441,1450,0x0000000000000000000000000000000000000000,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446036748
0x95b98389a683e34841e3862d6ef30a7198ada537e403ea95ebf7bb434ec3ddb8,1450,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xd671e71108bd20f1a8e2a4f73a7449bf8daa840f,1.15e+18,1446036748
0xb3e7b06c1f3254fb9739f1a087f2ff3f8c716f724ed723d418c4dabfc28a9304,1451,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x0b4edc45b26e5843c04270ca4611b1370016b879,1.1e+18,1446036763
0x505c5e81400405c1612be0fac2392bb00a1350f0cd2d769bd712e26cfbbde932,1451,0x0000000000000000000000000000000000000000,0xbc0b79708034cc02dd67039be497cf4d46bcec08,0.0,1446036763
0x2fb5dc8789104a8e84fa4c120168193322c8e4e598cfee24b90acbf4387f51df,1451,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x24d0a28c70bac94698980f2c297ee1cf505f06cb,1.11e+18,1446036763
0x67644f8d82c9533b53cefa7c3e02fd797d9808a0e47ca4a1d663c8b9f6fbd47d,1452,0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,0x610821723ac6726cbcec2037c83743dfbdada663,4.95e+18,1446036786
0x3b3a0a2fe13cf793c14c97c9d99d80e47f345d97ade2c68e725e97e5ede803c4,1452,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x62f54f063be7c373c99b19faf9172384765a36f9,6.1e+16,1446036786
0x39e306e86ea1b422259717927c99f3847ddf7926790eaccd163122ff41cc7815,1453,0xd671e71108bd20f1a8e2a4f73a7449bf8daa840f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.15e+18,1446036818
0x985716a404354130f5a5d563c90601bf1ca82a650351ad011d423e2b923515ce,1453,0x0000000000000000000000000000000000000000,0xbc0b79708034cc02dd67039be497cf4d46bcec08,0.0,1446036818
0x543a647998135dc4c7b60fc4ae91de11dd925c25ef4c8b66b34289a74c5ff441,1453,0x0b4edc45b26e5843c04270ca4611b1370016b879,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.1e+18,1446036818
0x8310e4a94677f33b26b127c9ff019b38945c5a1fa2b8cbcd28b70779319022ef,1453,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x7898a28f97c1e73943b10a0f13e178c94bbdb152,1.1e+18,1446036818
0x2303602af5bb674dddafd984b3a5b9cbe2aff13249e1d1c910663aee1ec41756,1453,0x46e97208bc7f618816cb502a2b516fb4bc41f1d3,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.17e+18,1446036818
0x73c669b8a45a71efc738f4c1cadfe4d0c74edf99446a06901aa6df22dcf87e68,1454,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x756f7267b5a1a2e279c9730ba53378f36d82556a,1.03e+18,1446036952
0x8aa144a61df7ba4e7511c822b04891346a5f3de46c181fcc0286089ef8182adb,1454,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x6bdb78efce455b4fe3aa20301dbc9455a3ecc175,3.82e+19,1446036952
0x5743b5bcd69d6edc972f6456c748c77af6333346e4a58b3175595199a7a33fb1,1454,0x91a19003988109e940e66454b8ddfb79f9648afa,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,3.5e+18,1446036952
0x2510e8bd198b892dc810a3857c4c8a8ea6e57a1321991f5b7d0c50935df34ff5,1454,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xf000d531b485d3fc32ed670b26509813d8f47008,3.42e+19,1446036952
0x7ec6c10e83526590ba970498f10d92156ae037f2cfe8767abd5b9604e5d1dcdb,1454,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x54cec426307c1acaa63b25aa48fade5df9e5d418,1.6e+16,1446036952
0x71df670b22fd103b6b5fff2f0d818ec0061816a1df8cf60c461a9f5e1d0423b8,1454,0xb16fc641588ccef681a52812751ec1d9c88fc348,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,2.67e+18,1446036952
0x45551e8bbdb5dcad4ba4d4dc5642c3dc8460a1a9dc41f4f76d3efa07ab375f9a,1454,0xe198e1be5b20dd580a0ffcfb1cc5446bfda46e3a,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1.22e+18,1446036952
0xfe906bde1e2c74bc7f5145bf067d56815a4cb550373065ebdc7d106a49a36b72,1454,0x80bddd1c71e94851e3a9dc86381e7ca6ab93c0c2,0xd5d9a0033e6b0a3ba7634d0e1a9055ad5f452c3d,5.9e+18,1446036952
0x05a99028146c0ed05f610fba8a2463514cc4a2fd4116c0efc27e6a190437a829,1454,0xcc1184bb12884539a258e0d58f4b1876d2d1df71,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1.08e+18,1446036952
0x8c53250ff6aef9b555aa3f60d2fc755e8ec7b2287a21d62994874dce911e9fb0,1454,0xded70c21ee9c0c2b565f62d1bf9390b5536df3a2,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1.65e+18,1446036952
0xc6655a427a8865ca6817422149bb043ef68a25f666d8690170ab84b36e88ce3c,1454,0x8319d92d3a5013ba214d1d9385bf70c7a01ca73b,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1.1e+18,1446036952
0x39311660b62594d8ea18159975439a1f545e394c23471049b760e70817ee4c4b,1454,0xcfd756c83d8a200957fcc02bf60bf5b05e5b82e4,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,2.45e+18,1446036952
0x443a0e1c7f236fea9c84dabc4164ccb911c67a049396b5c838c9dea0eb39582e,1454,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,0xd1a5e47d3658443970abb88cfd11587b8acd0451,5.71e+19,1446036952
0x907b160efe783bd3cfbe1eabb74050e6db32c91798bec9b84f249a87819a1c2b,1454,0xb63d2859e69c112231864d6d97fdb84638ee37ba,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1.03e+17,1446036952
0x4c5542ee21842a9ea20f2d25e2259f454d67d891776edcc2ca8eb1fe41553b31,1454,0x5880319f248519020973c39f66d4773f468ca2cd,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,3.22e+18,1446036952
0x51d58c548308598022c1336661a837f6c46ed52862c061b1683fc3d7e17ff5f4,1455,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,0x30b561304a4cd1f9941ab99be06d53a6cb341167,3.44e+20,1446036970
0xdad46b58064db6cec3e2dfe88b77f2f196d84b0b6a4f295672e2b6c13287a383,1456,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x351fb77bc847f9b5bb8a8f242ab723c5b7d775b8,1.07e+18,1446037002
0xe9906b80c1b33ba4f606e8d7845a1413ed33569757f5e00f92cd463c216df761,1456,0x4bfb91860809f186b8b327f66790458dc028744a,0xd4c86a3ef9809d3a1f8a4426d1be53ccf8ca64d5,0.0,1446037002
0x83cd10cc8356428775dab9c268a2888af400e35b2ad088a2148fdacaf79f6a57,1457,0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,0xeb1325c8d9d3ea8d74ac11f4b00f1b2367686319,4.95e+18,1446037038
0xe7d7c3fe0f9b19043f9dc5cf7d48b43fb33624a8ee3381972c3dea5ebc033344,1458,0xf000d531b485d3fc32ed670b26509813d8f47008,0x32be343b94f860124dc4fee278fdcbd38c102d88,3.42e+19,1446037078
0x6b369755b1e2c42a0b09ef99d43c3060746d7aeb246c55a250746e3afd9ce812,1458,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x0912001e29bbaf75c23069a22d9b9602be86feb7,3.67e+19,1446037078
0xa6abb345f9e7a6678c3029df0bf0327071f706978f14bfcac719ac36867c603b,1458,0x351fb77bc847f9b5bb8a8f242ab723c5b7d775b8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.07e+18,1446037078
0x9686072c3a0ee828e218d8e048236c5a53ef7a5d83e62bd8fe6ce18edaa77f80,1458,0xd5d9a0033e6b0a3ba7634d0e1a9055ad5f452c3d,0x32be343b94f860124dc4fee278fdcbd38c102d88,5.9e+18,1446037078
0x37d934ba596abba52e1655619ed9619b54cd08bd2ce974d514093b49a66ba8ba,1459,0x6bdb78efce455b4fe3aa20301dbc9455a3ecc175,0x32be343b94f860124dc4fee278fdcbd38c102d88,3.82e+19,1446037103
0xb9cb1f40ff750d0015d1b2a4f94543319ab73f811d5b15459a8490a82b97c3ad,1460,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x1151790fe5f7c3113dfb07dc3914b1916ecc8a7a,1.06e+18,1446037155
0xccce499bce31b50852c30d4a3c64615c172c826e7e73eede556119691a54aa58,1460,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x34c48143f4c1b957f55345e0a3ea31725ad30f85,9.99e+17,1446037155
0xb273b06f4ab8ee49b6667db800f6ada3bc58404f9f19d7cc370a2f9056fcfa7b,1461,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xa50ec0d39fa913e62f1bae7074e6f36caa71855b,3.16e+19,1446037174
0x4eaaf80651fb707b61479372dbc9e4b38e5822589560ae1c424b84517aba38f0,1462,0x45c1392523399c1ce21ead4ecb808606c189fac2,0xc7696b27830dd8aa4823a1cba8440c27c36adec4,0.0,1446037205
0x8f44d8a61c1d74252f6617df974e510f25c12b1af2c71b6538dfd9dceda99104,1462,0x80b56d40ed026c0128dd4d3b7a194f72cc73b4c7,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,5.09e+18,1446037205
0xfeaac86b18d93ac58eb76571c0be5da8308a6966ff296236607c3bdc4975f17a,1462,0x126616e4216387fdcb86b3bf66c691ae9b077e9a,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1.03e+19,1446037205
0xe50666d01f01f97a2ad4e7a4b42c1e492cf53e362446884f813d7862daac0a2a,1463,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x61e20833179ba2eccc2065e5f733cc8cda7394c0,1.06e+18,1446037242
0xe0185e90fa8017c6639869fd56e553b542fd264898d6c7613711747d4109faba,1464,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xa5dd34ed7f2cfc7ffe12018b6f64da0737cd8043,1.04e+19,1446037321
0xc03876f130ca0504a9e189353d71e8aa45aede84abf7225852e5b521ffdebfa7,1465,0x0912001e29bbaf75c23069a22d9b9602be86feb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,3.67e+19,1446037322
0xac016231dcd0b1c40e089bc01826c3ec2a3a6cacf42e041a133c20632d785188,1466,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x0a319a7e0c887f104359e1eee6717bd8f232d3da,5.71e+18,1446037334
0xf1cdde5c2bc243c7baba6b793c6841f694b4cd9b1a14494d54637e3657fc1f02,1466,0x1151790fe5f7c3113dfb07dc3914b1916ecc8a7a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.06e+18,1446037334
0x7996b44a8449d7e4952a8f07463096325357df8a041d5a2610b3e8496871edfc,1466,0x63a9975ba31b0b9626b34300f7f627147df1f526,0xba27d62bd35cef77a603cf0ad3c85f3747abed9a,3.95e+17,1446037334
0xe0cf447738a4d98ba7a70d539ca0a10a1229133e99144555668d3175be635fb7,1467,0xf10661ff94140f203e7a482572437938bec9c3f7,0xa14cf6cec1c6aae4b608458f6e14692863a937aa,1e+22,1446037376
0x3d5386718d8ffeef2b53feba872c8864508e930a6f7e09cacd1fad85e45f7689,1468,0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,0xef9d96baa9486271fcf714987d531b863009c725,4.95e+18,1446037399
0xcc296f0c9ff240abd13002b4e71548b92fde7e46259426e41a39defc491f1404,1468,0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,0x06ec48800b2db3eefa052e98a9b5fc2bf783ee74,5.11e+18,1446037399
0x5cde7c85a22e88d7c88530598e23952aece10d558c11be1eb3ec524fba5d24e0,1469,0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,0x263d845a19110802000139cbb7a4bbf2b2b8d6c0,4.95e+18,1446037496
0xf990b2e976a611c2ed0513940362447d5322f2dffef72e925dceef9791a92bca,1469,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x097738363b1662599ad0777e19461601f5ec8df9,2.26e+19,1446037496
0x91e9f14f68e175f3cfdb38137d04d7dc77d4c4510ad811e06a3c5b65672d539b,1470,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x25d855a7a140ac6f330e2202f96c6f62eb126cc1,1.62e+19,1446037509
0x15a73603135af4fde47db669afb8427ee4f5f396acc50f7d89924e5aabb800c7,1470,0xe4df6d5e0e2086bf9c8c293de5eef4b913566399,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,1.05e+19,1446037509
0x927d380c8e4afa808ec74ec2389c4c8867f3b44cc5f4f9afff46eec5ec36269e,1471,0x097738363b1662599ad0777e19461601f5ec8df9,0x32be343b94f860124dc4fee278fdcbd38c102d88,2.26e+19,1446037573
0xa2f652979cf505555f89f19d44d93bee3e1eddbef27f03580ad1f86b2c9f05cd,1471,0x61e20833179ba2eccc2065e5f733cc8cda7394c0,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.06e+18,1446037573
0xfb131b3b3b46f8c4099205d609659a9fecd5d34bfb3db2d7715fd6a1a02a5955,1471,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x74c4cc6554cdf877c07481aaf4ecc099d1b6d780,1.35e+19,1446037573
0xd6a6498027c3facd90a2cf6bd65bb90d011c7b75cd5a2a3878a17b42f58bc293,1472,0x263d845a19110802000139cbb7a4bbf2b2b8d6c0,0x32be343b94f860124dc4fee278fdcbd38c102d88,4.95e+18,1446037586
0x3c44b1076cbb1d084abfe928a2ae8ff93b8137c0fa8b5e4953d43ddb49c40423,1472,0x8266c4a0e9301661f19c936b7bd16c0dfa37c6e6,0xb278e4cb20dfbf97e78f27001f6b15288302f4d7,0.0,1446037586
0x1218a75264fa62e852f6eb4ed4c0d36fa2b610f816b77f7400b272e690b3aa37,1472,0x0a319a7e0c887f104359e1eee6717bd8f232d3da,0x32be343b94f860124dc4fee278fdcbd38c102d88,5.71e+18,1446037586
0x1d703bb0bfb0ecd614114dd73d2b4172871a24b8b2cc2a7aee11ac07face1f36,1472,0x25d855a7a140ac6f330e2202f96c6f62eb126cc1,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.62e+19,1446037586
0x35193b59b01b6b649692b611628cc4c55c86b2a90a103996d73781ea0f1e42c3,1472,0x06ec48800b2db3eefa052e98a9b5fc2bf783ee74,0x32be343b94f860124dc4fee278fdcbd38c102d88,5.1e+18,1446037586
0xfd594d55009cb972d64d2685b5cb2e1c8d52af515a78ed17e3c3d18d985953bc,1473,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x1cc7fc075c986091afbdac517cb4806c22140bea,1.05e+18,1446037594
0x0327dc0ab66bc08469b699edeef06b4c05f1ef64e5745e4d44abbaa9860fc35b,1474,0xba27d62bd35cef77a603cf0ad3c85f3747abed9a,0x32be343b94f860124dc4fee278fdcbd38c102d88,3.94e+17,1446037623
0xc30c6ca6d2b78cc53f990a5d7af60ae31e740dffdfc9316695d79cce457a5342,1474,0xa14cf6cec1c6aae4b608458f6e14692863a937aa,0x437654bcdcd039e584cf6ae9f022be2c3e3f293b,1e+22,1446037623
0xc09df6a30d9717decad4025a84492603816c17a7feab5d72524ec95f7eb4afb8,1474,0xef9d96baa9486271fcf714987d531b863009c725,0x32be343b94f860124dc4fee278fdcbd38c102d88,4.95e+18,1446037623
0xbf3cc45aa0b47455f1b85ed1fa6f3baa6b3666e41b731d44758f83081bb6542c,1475,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xd5c99f3ad1fa58dfc24962640f981070e5647749,1.05e+18,1446037668
0x0455cf52bf4cb3d05d082dff6b13596b34a5f8a05ff97fc1b33d3cbfc59ce816,1475,0x0000000000000000000000000000000000000000,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446037668
0x3df929d20b3171dfdd6d84a77814080ec343a05cc3acc7e81ab887130b8bf6ad,1476,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xff3a70d8d5692dd05d71175fa29e8565f7450f57,9.71e+18,1446037721
0x567c5ab4a6f800c339404f92984e9e382d7b5cb12a95611746d8931c962db8f0,1477,0xefd125f76b020623f7f1c455ac173caf8d610c52,0xbe0f7470ad8de0f233ed37fb29ad46feb98df95c,1e+20,1446037769
0x0e1c20e34a11c4f4ae6d64d885e913eab05a6264f483682cc85504fe66b1946e,1477,0x0000000000000000000000000000000000000000,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446037769
0x0af753d45b955fbee43e4211c80b3970587168360c729876e2b620e860d91e80,1478,0x60343c7295fc0a65002e719513f989227e25445f,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446037792
0x946dcd35021cec8667c79dacf915d6314896a0f902cc1d72a0b173b53c1a97e3,1478,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x07f51c2957ec0f7a16ada39ed20e8598e10b3c4c,1.04e+18,1446037792
0x5deac894caf713ba9eae5ff9cf7d99be57e15b4a7b37de05e56e4f9e0ca11144,1478,0x96ff0bdf8b2b998cc130f1f9bee3f6a05a7d46f2,0xbc0b79708034cc02dd67039be497cf4d46bcec08,0.0,1446037792
0x209fd58dfbdf1252a98012d05c9866e1e5055ae47a666ee92b2c25f01ff62af6,1479,0x0e0c4b37937e9cb676ce61f74c6b4e060a8aade8,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,7.32e+17,1446037806
0xe6d97867c98766c2c1a19f21ef56921e8020487315ef3f2b6a0d462793c38419,1479,0xd15b7a3ade211fccf62eb4d41557bb7e62c7e3a0,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,2.76e+18,1446037806
0x5df4c5b9869c126bdc8fbd8295e6cf224caf32977d60ba149147eaa541608219,1480,0xff3a70d8d5692dd05d71175fa29e8565f7450f57,0x32be343b94f860124dc4fee278fdcbd38c102d88,9.71e+18,1446037844
0xb34501cf55b7c7f3184f4b946cabbe61bd19048ed381551a5c2977c5ca3373a3,1480,0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,0x0f22b7a7614c4dce21d49f78e335416c8ccf7604,4.96e+18,1446037844
0x5ddbee01851627b19754d2a6b37ec6d283b5b6024aff6a92a5b7fa54f8393c78,1480,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x6a8cc233e14f874983bb2f37d1de706f6910ef0b,1.36e+19,1446037844
0xb110c70b3713f850fa6b27c4eb1bd123a84e6b45535d64a97d53bd8e26a5ba77,1480,0x07f51c2957ec0f7a16ada39ed20e8598e10b3c4c,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.04e+18,1446037844
0x4004aa16179b9b99be945a17c65db4304e73266d0d82fd73fa3e3f8d399f366a,1481,0x74c4cc6554cdf877c07481aaf4ecc099d1b6d780,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.35e+19,1446037853
0x4ec556351b19486b604462252108a2e0e3db023971fca7b20d6a3c42aa5b5355,1481,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x0d28c73d7ac3db0e160ae66b8c003a20f7287615,4.4e+19,1446037853
0x4cd8ec79246c162e476145b8ab2f5606a13c21c127f762cf5cd5d0a48a63eb85,1481,0x3e040d40cb80ba0125f3b15fdefcc83f3005da1b,0x7a6ed8e110db65df22f83639b51e299b61d1f527,1.02e+21,1446037853
0x906fec5c8b2058bcaccd87731c311c0f771f9b27f1d1cddb9f0c1470427e6ecc,1482,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xb7f477d23fc025f449ebe5775a1023221d89753e,9.12e+18,1446037901
0x104e6103b6dbbde25bcdee8279da1d394455d851105977ac2fb3b1d90c49212f,1482,0x96ff0bdf8b2b998cc130f1f9bee3f6a05a7d46f2,0xbc0b79708034cc02dd67039be497cf4d46bcec08,0.0,1446037901
0x7bd3e750f971427de1ff9f04948846689a42d1d6494cfd64759a624390bfcdd1,1483,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x77cb3210661a5e90e7c6a8f4484dbcc760243c02,1.04e+18,1446037993
0x3fd68e490a7536ba2f3f9059755ac2795f298096aa839a9a78e867a5a4d4064c,1484,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xa5fb3e4399e8f18643f969d0ce65cc352fc252c6,1.2e+19,1446038035
0xa977b5a6177e91c0ba869e18a9a9683774f2ed7bc40a757c79a2d56e53f2c1df,1485,0x7a6ed8e110db65df22f83639b51e299b61d1f527,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.02e+21,1446038137
0x66bad9783c89105e4a5c9ba9a179216413e55d5c2b62fd27152c823e4a2a48de,1485,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0xab28121b9d1c7a388e3f756d4326b12a78c6ae0f,8.51e+18,1446038137
0x62874597e3d17ab5f3e8118030e08af37f1cefe17d09c1b2104c356b5c58c5f1,1485,0x77cb3210661a5e90e7c6a8f4484dbcc760243c02,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.04e+18,1446038137
0x778ec24af8e1dddb676c6a66af9738bec9388769aefe04f8a212351076e5c572,1485,0x0f22b7a7614c4dce21d49f78e335416c8ccf7604,0x32be343b94f860124dc4fee278fdcbd38c102d88,4.96e+18,1446038137
0xdcec11f488dc9a6bd040e672c3944e745b24c131a862082a384c47b80c994326,1485,0x2168a57de94f09c20e03c90204edb65dbafdc6f6,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,5.38e+17,1446038137
0xc40abc2f0d1f172fa39ff503b19daf6c6c784c0ca3628907b9e029cd9ff61d69,1485,0x6a8cc233e14f874983bb2f37d1de706f6910ef0b,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.36e+19,1446038137
0xc987db277d907008e84671475854b268e9895b5a841e2fe62332c8d4baa3faf1,1485,0x0000000000000000000000000000000000000000,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446038137
0x707a587f7863bfa21f9522c6fc25ea4e3c849bdceede5076aa6998a670378b03,1486,0x5bf4c53fd4fbbc440bf8ae5d619d03719c4a2c56,0x58e01a8c09be1e2326c6806f629002f63a80f744,7e+17,1446038159
0xc91326249575d96c2b735956d6fffaa99fdbeb908a6aa077b060699400fed7f3,1486,0x60343c7295fc0a65002e719513f989227e25445f,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446038159
0xaae6dfcb9441dc48f1e6a10b79488557dc4e810015e69690698421c3dd8e36f4,1486,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x92857a8bc0a6f66180324f49541c695a3a0ff944,7.32e+18,1446038159
0x719bcc0fb0b7012a378f5a8ec13e535d2670341532003601acdb858d61bbe190,1487,0x0000000000000000000000000000000000000000,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446038185
0x758fe1908749994188adad28c5265f330f2aaddc13180ef82c8f944a4bbe443a,1488,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x55ff6bc667434ef42bf351ede43e80604868f44a,1.03e+18,1446038202
0x2c27df73c0af41835522a6fd4b6d57595292fe52d5fedbfc02f684070eeabf29,1489,0x0000000000000000000000000000000000000000,0xbc0b79708034cc02dd67039be497cf4d46bcec08,0.0,1446038205
0x269b4a0a7b60915f68ba27eb11a1febdac68f08d67691f60e58c2ab86deb83f5,1490,0x60343c7295fc0a65002e719513f989227e25445f,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446038249
0xd9038843d304032c3a9682ac7dab558fd3e76debb6226cb97d236fe345c9b139,1490,0x60343c7295fc0a65002e719513f989227e25445f,0x92a624d1181bca9cb0ef56de4db0a7b2a20c704b,0.0,1446038249
0x3176380566deacbfcef4615e409877a6215cc9c45ed4a74491ad737959d4aba1,1491,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,0x40585200683a403901372912a89834aadcb55fdb,1.13e+21,1446038258
0xac3e5ffbc85e31707651ad7323a23dd3a484fedf570e423f5a5db10e81beaf6f,1492,0x63a9975ba31b0b9626b34300f7f627147df1f526,0xad941b747c499e3ad5728c285446813783a33564,5.02e+18,1446038291
0x40a95045d06df1c208bafd8396cea5db70ce9dc67ed2ca14125c163c56fe8bad,1492,0x2a65aca4d5fc5b5c859090a6c34d164135398226,0x52191276589069f70f0e46bccc718d793d1aa1d0,7.09e+18,1446038291
0x14667ac774025f9ed50a32b5e96085d94b7d58df5012c3c3f38b5761733813e7,1493,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x02f0249d0f5321b651a88b9d2177517d53c97789,4.05e+18,1446038295
0x28c056edc5a23cdf422298cf7c37f447161a241de0d58315f6e1528256e58bd0,1494,0x63a9975ba31b0b9626b34300f7f627147df1f526,0x54cec426307c1acaa63b25aa48fade5df9e5d418,1.46e+16,1446038298
0xc4f24cb309cf48d547356df1cceb10ac2af4b8b47ae0dab5b17370fbc077b8d1,1495,0xa5fb3e4399e8f18643f969d0ce65cc352fc252c6,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.2e+19,1446038343
0x9f994bc5a69959af019bc166dc8dbe49efe811afc8030827f166b2cb8c9414a5,1495,0x55ff6bc667434ef42bf351ede43e80604868f44a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1.03e+18,1446038343
0xe0c80dc45c1296f73a6a18d284e4161b67264d7fc9dc7f32e5af2a5fc92d2f7c,1495,0x92857a8bc0a6f66180324f49541c695a3a0ff944,0x32be343b94f860124dc4fee278fdcbd38c102d88,7.32e+18,1446038343
